id,category,type,model,brand,price_cny,quantity,total_amount_cny,created_at,brief_description,detailed_description,a429_baud_rate_options_bps,a429_fifo_depth_bytes,a429_rx_channel_count,a429_tx_channel_count,ad_accuracy_current_percent_fs,ad_accuracy_description,ad_accuracy_voltage_percent_fs,ad_channel_count_differential,ad_channel_count_single_ended,ad_channel_group_size,ad_coupling_mode,ad_current_sampling_resistor_accuracy_percent,ad_current_sampling_resistor_ohm,ad_group_configurable_voltage_current,ad_input_current_ranges_ma,ad_input_impedance_ohm,ad_input_modes,ad_input_voltage_programmable,ad_input_voltage_range_max_v,ad_input_voltage_range_min_v,ad_resolution_bits,ad_sampling_rate_hz,afdx_channel_count,afdx_hardware_protocol_stack,afdx_port_count,afdx_rx_buffer_depth_bytes,afdx_tx_buffer_depth_bytes,bissc_baud_rate_options_hz,bissc_channel_count,bissc_data_width_bits_max,bissc_data_width_bits_min,bus_interface_type,can_baud_rate_max_bps,can_baud_rate_min_bps,can_channel_count,can_fd_baud_rate_max_bps,can_fd_baud_rate_min_bps,can_fd_support,can_isolation_voltage_v,counter_bits,counter_channel_count,counter_max_input_frequency_hz,counter_reference_clock_hz,coupler_port_count,custom_current_range_max_ma,custom_current_range_min_ma,custom_voltage_range_max_v,custom_voltage_range_min_v,da_accuracy_current_percent_fs,da_accuracy_voltage_percent_fs,da_channel_count,da_isolation_support,da_output_current_max_ma,da_output_current_min_ma,da_output_mode_configurable_switch,da_output_mode_programmable,da_output_voltage_max_v,da_output_voltage_min_v,da_resolution_bits,da_slew_rate_ma_per_us,da_slew_rate_v_per_us,da_update_rate_hz,devicenet_support,di_channel_count,di_voltage_range_max_v,di_voltage_range_min_v,dio_configurable_as_counter,dio_configurable_as_pulse_input,dio_configurable_as_pwm,dio_direction_group_size,dio_interrupt_capability,dio_isolation_support,dio_isolation_voltage_v,dio_logic_level,dio_total_channel_count,do_channel_count,do_drive_current_ma,do_is_relay,do_sink_current_max_ma,do_voltage_range_max_v,do_voltage_range_min_v,dpm_support,driver_support_linux,driver_support_realtime,driver_support_windows,encoder_channel_count_differential,encoder_channel_count_single_ended,encoder_counter_bits,encoder_hall_channel_count,encoder_isolation_support,encoder_max_input_frequency_hz,encoder_quadrature_channel_count,encoder_signal_types_supported,endat22_flag_bits_options,endat22_recovery_time_max_us,endat22_recovery_time_min_us,endat_baud_rate_options_hz,endat_channel_count,endat_resolution_bits_max,endat_resolution_bits_min,endat_version,ethercat_support,form_factor,fpga_block_ram_mb,fpga_clock_frequency_hz,fpga_fiber_channel_count,fpga_flip_flops,fpga_logic_cells,fpga_luts,fpga_multipliers_maccs,fpga_ps_arm_cores,fpga_ps_cache_l1_l2,fpga_ps_cpu_frequency_hz,fpga_ps_external_memory_support,fpga_ps_on_chip_ram_kb,fpga_transceivers_count_and_speed,i2c_address_space_bytes,i2c_channel_count,i2c_fast_mode_plus_rate_mbps,i2c_fast_mode_rate_kbps,i2c_interface_type,i2c_standard_mode_rate_kbps,input_overvoltage_protection_v,lvds_channel_count,lvds_fifo_depth_bytes,lvds_logic_level,lvds_signaling_mode,lvdt_rvdt_accuracy_arcmin,lvdt_rvdt_channel_count,lvdt_rvdt_output_voltage_max_v,lvdt_rvdt_output_voltage_min_v,lvdt_rvdt_rdc_support,lvdt_rvdt_reference_frequency_max_hz,lvdt_rvdt_reference_frequency_min_hz,lvdt_rvdt_reference_voltage_v,mil1553_channel_count,mil1553_multifunction_support,mil1553_operation_modes_supported,mil1553_redundancy_support,motion_control_axis_count,motion_enable_reset_channel_count,motion_encoder_input_channel_count,motion_pulse_output_channel_count,motion_pulse_output_type,output_on_resistance_ohm,pcm_channel_count,power_output_channel_count,power_output_current_ma,power_output_voltage_v,pps_input_channel_count,pps_logic_levels_supported,pps_oscillator_frequency_hz,pps_oscillator_stability_ppb,pps_output_channel_count,pps_sync_accuracy_ns,profibus_dp_support,profinet_support,protocol_analysis_support,psi5_channel_count,pwm_complementary_output_support,pwm_dead_zone_configurable,pwm_frequency_max_hz,pwm_frequency_min_hz,pwm_output_channel_count,rdc_sdc_channel_count,rdc_sdc_coarse_fine_support,rdc_sdc_excitation_frequency_max_hz,rdc_sdc_excitation_frequency_min_hz,rdc_sdc_excitation_voltage_vpp,rdc_sdc_input_signal_max_vrms,rdc_sdc_input_signal_min_vrms,rdc_sdc_mode_configurable,rdc_sdc_resolution_bits,relay_bounce_time_ms,relay_max_current_ma,relay_max_voltage_vdc,relay_type,rfm_baud_rate_bps,rfm_fiber_mode,rfm_fiber_transmission_distance_m,rfm_fifo_depth_bytes,rfm_memory_size_bytes,rtd_accuracy_ohm_offset,rtd_accuracy_percent,rtd_channel_count,rtd_max_power_mw,rtd_resistance_max_ohm,rtd_resistance_min_ohm,rtd_resolution_bits,rtd_resolution_ohm,sent_channel_count,spi_channel_count,spi_clock_frequency_hz,spi_data_width_bits,spi_isolation_support,spi_logic_level,spi_master_slave_modes,ssi_baud_rate_options_hz,ssi_channel_count,ssi_data_width_bits_max,ssi_data_width_bits_min,ssi_isolation_support,ssi_measurement_interval_us,supported_series,termination_resistor_ohm,uart_channel_count,uart_fifo_depth_bytes,uart_interface_types_supported,uart_isolation_support,uart_max_baud_rate_bps
72,通信协议,CAN接口卡,Links-C3U-CAN,灵思创奇,80,1,80,,CAN总线接口，2个高速通道，16Mhz控制速率， 1Mbps传输率，20V隔离,CAN总线接口，2个高速通道，16Mhz控制速率， 1Mbps传输率，20V隔离,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,2,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,通信协议,CAN接口卡,Links-C3U-CAN-4,灵思创奇,150,1,150,,CAN总线接口，4个高速通道，16Mhz控制速率， 1Mbps传输率，10V隔离，支持CAN2.0A/B协议,CAN总线接口，4个高速通道，16Mhz控制速率， 1Mbps传输率，10V隔离，支持CAN2.0A/B协议,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,,4,,,False,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,通信协议,CAN接口卡,Links-C3U-CAN-10,灵思创奇,250,1,250,,CAN总线接口，10个高速通道，波特率10Kbps~1Mbps，支持CAN通讯的各种帧格式:标准数据帧、标准遥传帧、扩展数据帧、扩展远程帧,CAN总线接口，10个高速通道，波特率10Kbps~1Mbps，支持CAN通讯的各种帧格式:标准数据帧、标准遥传帧、扩展数据帧、扩展远程帧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,10000,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,通信协议,串口卡,Links-C3U-SIO01-4,灵思创奇,80,1,80,,3U CPCI，4路串行通讯接口，支持RS-232/422/485，最高支持921.6Kbps波特率，含连接电缆,3U CPCI，4路串行通讯接口，支持RS-232/422/485，最高支持921.6Kbps波特率，含连接电缆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"{""RS-232"",""RS-422"",""RS-485""}",,921600
76,通信协议,串口卡（隔离）,Links-C3U-SIO02-4,灵思创奇,150,1,150,,3U CPCI，4路隔离串行通讯接口，支持RS-232/422/485，RS232最高支持230.4Kbps波特率，RS422/485波特率800~8Mbps,3U CPCI，4路隔离串行通讯接口，支持RS-232/422/485，RS232最高支持230.4Kbps波特率，RS422/485波特率800~8Mbps，接收FIFO共32M RAM，发送FIFO每通道2K字节,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"{""RS-232"",""RS-422"",""RS-485""}",True,8000000
77,通信协议,串口卡（隔离）,Links-C3U-SIO02-8A,灵思创奇,180,1,180,,3U CPCI，8路隔离串行通讯接口，支持RS-232/422/485，RS232最高支持230.4Kbps波特率，RS422/485波特率800~8Mbps,3U CPCI，8路隔离串行通讯接口，支持RS-232/422/485，RS232最高支持230.4Kbps波特率，RS422/485波特率800~8Mbps，接收FIFO共32M RAM，发送FIFO每通道2K字节,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,"{""RS-232"",""RS-422"",""RS-485""}",True,8000000
78,通信协议,串口卡（隔离）,Links-C3U-SIO02-16,灵思创奇,450,1,450,,3U CPCI，16路隔离串行通讯接口，支持RS-232/422/485，RS232最高支持230.4Kbps波特率，RS422/485波特率800~8Mbps,3U CPCI，16路隔离串行通讯接口，支持RS-232/422/485，RS232最高支持230.4Kbps波特率，RS422/485波特率800~8Mbps，接收FIFO共32M RAM，发送FIFO每通道2K字节,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,"{""RS-232"",""RS-422"",""RS-485""}",True,8000000
79,通信协议,串口卡（隔离）,Links-C3U-SIO03-4,灵思创奇,11400,1,11400,,CPCI总线，4通道RS232/422/485通讯接口，RS232波特率2400-115.2Kbps，RS422/485波特率2400-2Mbps，,CPCI总线，4通道RS232/422/485通讯接口，RS232波特率2400-115.2Kbps，RS422/485波特率2400-2Mbps，透明接收和协议接收(13种协议)，32M FIFO，通道间完全电气隔离，支持虚拟串口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"{""RS-232"",""RS-422"",""RS-485""}",,2000000
80,通信协议,串口卡（非隔离）,Links-C3U-SIO03-8A,灵思创奇,11800,1,11800,,CPCI总线，8通道RS232/422/485通讯接口，RS232波特率2400-115.2Kbps，RS422/485波特率2400-2Mbps，,CPCI总线，8通道RS232/422/485通讯接口，RS232波特率2400-115.2Kbps，RS422/485波特率2400-2Mbps，透明接收和协议接收(13种协议)，32M FIFO，支持虚拟串口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,"{""RS-232"",""RS-422"",""RS-485""}",,2000000
81,通信协议,串口卡（隔离）,Links-C3U-SIO03-8B,灵思创奇,150,1,150,,CPCI总线，8通道异步RS232/422/485通讯接口，RS232波特率2400bps-0Kbps，RS422/485波特率2400bps-4Mbps；,CPCI总线，8通道异步RS232/422/485通讯接口，RS232波特率2400bps-0Kbps，RS422/485波特率2400bps-4Mbps；透明接收和协议接收(13种协议)，通道间完全电气隔离，支持虚拟串口。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,"{""RS-232"",""RS-422"",""RS-485""}",,4000000
82,通信协议,串口卡（隔离）,Links-C3U-SIO03-8C,灵思创奇,150,1,150,," CPCI总线，
1) 8个异步串行（UART）通信通道；
2)  每个通道可设置为232/422/485模式；
3） 波特率可设置，RS422/485模式下最高支持4Mbps，RS232模式下最高支持115200bps。"," CPCI总线，
1) 8个异步串行（UART）通信通道；
2)  每个通道可设置为232/422/485模式；
3)  RS422/485芯片采用MAX3485，芯片具备±20KV ESD保护，RS232芯片采用MAX3232，芯片具备±15KV ESD保护；
4） 波特率可设置，RS422/485模式下最高支持4Mbps，RS232模式下最高支持115200bps。数据位长度可设置（支持5~8位数据位）。支持无校验、奇校验、偶校验设置，支持1位/2位停止位；
5） 支持中断和查询两种方式读取数据；
6） 接口信号地与机箱内部地电磁隔离；
7)  发送缓存区1024Byte/通道，接收缓存2048Byte/通道；
8） 支持清空特定通道的接收缓存；
9) 接收数据字包含24位时间标签，时间标签单位1ms；
10）接收通道支持数据量中断和超时中断。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,"{""RS-232"",""RS-422"",""RS-485""}",,4000000
84,通信协议,高速RS422卡,Links-RS422-10M,灵思创奇,240.00,1,240,,"12通道串口板卡
 PXIe总线板卡
 提供12通道差分和单端输出@AM26C31
 提供12通道差分和单端输入@AM26C32
 差分通道支持10M bps通过能力
 差分与单端信号可独立控制
 对外接口（输入、输出）与PXIe背板非隔离
 输入接口具有100欧姆端接
 输出接口：SCSI100 Female
 提供离散IO测试工程（不含应用工程）","12通道串口板卡
 PXIe总线板卡
 提供12通道差分和单端输出@AM26C31
 提供12通道差分和单端输入@AM26C32
 差分通道支持10M bps通过能力
 差分与单端信号可独立控制
 对外接口（输入、输出）与PXIe背板非隔离
 输入接口具有100欧姆端接
 输出接口：SCSI100 Female
 提供离散IO测试工程（不含应用工程）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PXIe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12,,"{""RS-422""}",False,10000000
85,通信协议,SENT接口卡,Links-C3U-SENT,灵思创奇,180,1,180,,支持车载SENT总线协议，2通道；,支持车载SENT总线协议，2通道；,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
86,通信协议,PSI5接口卡,Links-C3U-PSI5,灵思创奇,250,1,250,,支持车载PSI5总线协议，2通道；,支持车载PSI5总线协议，2通道；,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,通信协议,SPI总线板卡,Links-C3U-SPI,灵思创奇,280,1,280,,"1) 3U欧规卡规格，兼容CompactPCI PICMG 2.0 R2.1 规范
2) 4通道SPI总线通道，特性如下：
3) 支持CPOL极性和CPHA色值，可组合成四种工作模式
4) 数据宽度：16Bit
5) 电平规格：RS422
6) 时钟频率：最高50MHz","1) 3U欧规卡规格，兼容CompactPCI PICMG 2.0 R2.1 规范
2) 4通道SPI总线通道，特性如下：
3) 支持CPOL极性和CPHA色值，可组合成四种工作模式
4) 数据宽度：16Bit
5) 电平规格：RS422
6) 时钟频率：最高50MHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50000000.0,16,,RS422,,,,,,,,CompactPCI PICMG 2.0 R2.1,,,,,,
88,通信协议,I2C通讯板卡,Links-C3U-I2C,灵思创奇,280,1,280,,"1) 3U cPCI总线板卡
2) 4通道I2C总线接口
支持三中速度模式：
标准工作模式 (100kbps)
快速工作模式 (400kbps) 
快速+工作模式(1.0Mbps) 
3) I2C接口类型：从设备接口
4) 地址空间2k@8Bit
5) 支持字节宽度配置：8～32位
6) 电平规格：5V CMOS/TTL
7) 输出接口：TE-5787082-7","1) 3U cPCI总线板卡
2) 4通道I2C总线接口
支持三中速度模式：
标准工作模式 (100kbps)
快速工作模式 (400kbps) 
快速+工作模式(1.0Mbps) 
3) I2C接口类型：从设备接口
4) 地址空间2k@8Bit
5) 支持字节宽度配置：8～32位
6) 电平规格：5V CMOS/TTL
7) 输出接口：TE-5787082-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U cPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5V CMOS/TTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048,4,1.0,400,Slave,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
89,通讯协议,PCM通讯板卡,Links-C3U-PCM,灵思创奇,250,1,250,,"3U cPCI板卡
4通道PCM通讯
支持三线制通讯——使能、时钟和数据
差分模式，采用5V RS422电平规格
收发通道独立FIFO，深度4096字节
提供FIFO满、半满中断","3U cPCI板卡
4通道PCM通讯
支持三线制通讯——使能、时钟和数据
差分模式，采用5V RS422电平规格
收发通道独立FIFO，深度4096字节
提供FIFO满、半满中断",,,,,,,,,,,,,,,,,"{""差分""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,"{""RS-422""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,
90,通讯协议,LVDS通讯板卡,Links-C3U-LVDS,灵思创奇,280,1,280,,"3U cPCI板卡
4通道LVDS通讯
支持三线制通讯——使能、时钟和数据
差分模式，采用5V RS422电平规格
收发通道独立FIFO，深度4096字节
提供FIFO满、半满中断","3U cPCI板卡
4通道LVDS通讯
支持三线制通讯——使能、时钟和数据
差分模式，采用5V RS422电平规格
收发通道独立FIFO，深度4096字节
提供FIFO满、半满中断",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U cPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4096,5V RS422,差分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,通信协议,BISS-C总线板卡,Links-C3U-BISSC,灵思创奇,380,1,380,,"1) 3U欧规卡规格，兼容CompactPCI PICMG 2.0 R2.1 规范
2) 5通道BISS-C总线
3) 数据位宽：8～32位
4) 波特率：2MHz、1MHz、0KHz和250KHz
5) SSI测量间隔：0-255uS","1) 3U欧规卡规格，兼容CompactPCI PICMG 2.0 R2.1 规范
2) 5通道BISS-C总线
3) 数据位宽：8～32位
4) 波特率：2MHz、1MHz、0KHz和250KHz
5) SSI测量间隔：0-255uS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""2000000"",""1000000"",""0"",""250000""}",5,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U欧规卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,CompactPCI PICMG 2.0 R2.1,,,,,,
92,通信协议,1553B接口板卡,Links-C3U-1553-1SA-ZK,灵思创奇,350,1,350,,3U CPCI总线，单通道（双冗余）单功能MIL-STD-1553，BC/RT/BM三种工作模式软件可选择其中一种工作模式,3U CPCI总线，单通道（双冗余）单功能MIL-STD-1553，BC/RT/BM三种工作模式软件可选择其中一种工作模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,"{""BC"",""RT"",""BM""}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,通信协议,1553B接口板卡,Links-C3U-1553-1MA-ZK,灵思创奇,450,1,450,,3U CPCI总线，单通道（双冗余）多功能MIL-STD-1553， BC&31RT&BM三种工作模式可同时工作,3U CPCI总线，单通道（双冗余）多功能MIL-STD-1553， BC&31RT&BM三种工作模式可同时工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,"{""BC"",""RT"",""BM""}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,通信协议,1553B接口板卡,Links-C3U-1553-2SA-ZK,灵思创奇,550,1,550,,3U CPCI总线，双通道（双冗余）单功能MIL-STD-1553，BC/RT/BM三种工作模式软件可选择其中一种工作模式,3U CPCI总线，双通道（双冗余）单功能MIL-STD-1553，BC/RT/BM三种工作模式软件可选择其中一种工作模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,False,"{""BC"",""RT"",""BM""}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,通信协议,1553B接口板卡,Links-C3U-1553-2MA-ZK,灵思创奇,680,1,680,,3U CPCI总线，双通道（双冗余）多功能MIL-STD-1553， BC&31RT&BM三种工作模式可同时工作,3U CPCI总线，双通道（双冗余）多功能MIL-STD-1553， BC&31RT&BM三种工作模式可同时工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U CPCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,"{""BC"",""RT"",""BM""}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,通信协议,1553B终端器,TNG1-1-78,灵思创奇,0,1,0,,终端电阻，78欧姆,终端电阻，78欧姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,
97,通信协议,1553B耦合器,ESI-210,灵思创奇,40,1,40,,双口1553B耦合器,双口1553B耦合器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,通信协议,1553B耦合器,ESI-410,灵思创奇,60,1,60,,4口1553B耦合器,4口1553B耦合器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,通信协议,1553B耦合器,ESI-810,灵思创奇,80,1,80,,8口1553B耦合器,8口1553B耦合器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
